hero_a,hero_b,winrate,games
12,14,0.533333,90
12,15,0.566502,203
12,16,0.452899,552
12,17,0.552083,96
12,18,0.477612,469
12,19,0.521036,309
12,2,0.495,200
12,20,0.468938,499
12,25,0.550898,167
12,27,0.518519,189
12,3,0.503333,300
12,31,0.493917,411
12,35,0.521277,282
12,4,0.475962,208
12,50,0.471795,195
12,52,0.588517,209
12,58,0.5,82
12,6,0.470339,236
12,60,0.550388,129
12,63,0.539535,215
12,64,0.485507,414
12,65,0.464387,351
12,66,0.472222,216
12,67,0.518135,193
12,69,0.475728,309
12,7,0.473118,372
12,72,0.503268,153
12,76,0.470588,102
12,77,0.508961,279
12,79,0.538153,249
12,8,0.410628,207
12,80,0.491892,185
12,81,0.492386,197
13,1,0.559524,420
13,10,0.502019,743
13,11,0.466501,403
13,12,0.47351,302
13,14,0.556818,264
13,15,0.554529,541
13,16,0.437555,1145
13,17,0.536585,287
13,18,0.470149,536
13,19,0.561905,630
13,2,0.47048,542
13,20,0.44208,846
13,25,0.553425,365
13,27,0.537572,519
13,3,0.510989,546
13,31,0.515485,1001
13,35,0.495536,448
13,4,0.51963,433
13,50,0.528409,528
13,52,0.590361,415
13,58,0.45749,247
13,6,0.51497,501
13,60,0.55516,281
13,63,0.520468,513
13,64,0.493802,968
13,65,0.507016,1069
13,66,0.494924,394
13,67,0.519582,383
13,69,0.513986,572
13,7,0.485626,974
13,72,0.546667,300
13,76,0.517341,346
13,77,0.49172,785
13,79,0.599303,574
13,8,0.444181,421
13,80,0.50084,595
13,81,0.486983,653
14,1,0.639175,97
14,10,0.467925,265
14,11,0.41129,124
14,12,0.466667,90
14,13,0.443182,264
14,15,0.52,175
14,16,0.432886,298
14,17,0.447059,85
14,18,0.438202,267
14,19,0.51049,143
14,2,0.474286,175
14,20,0.413534,266
14,25,0.449612,129
14,27,0.423077,130
14,3,0.454545,165
14,31,0.441558,308
14,35,0.477987,159
14,4,0.478723,94
14,50,0.478261,161
14,52,0.569536,151
14,58,0.447761,67
14,6,0.42236,161
14,60,0.571429,63
14,63,0.509934,151
14,64,0.422794,272
14,65,0.45098,306
14,66,0.495146,103
14,67,0.495652,115
14,69,0.48366,153
14,7,0.424,250
14,72,0.433333,90
14,76,0.45,120
14,77,0.44,225
14,79,0.455752,226
14,8,0.401639,122
14,80,0.484536,194
14,81,0.368182,220
15,1,0.524017,229
15,10,0.480412,485
15,11,0.415441,272
15,12,0.433498,203
15,13,0.445471,541
15,14,0.48,175
15,16,0.37913,575
15,17,0.510526,190
15,18,0.444043,554
15,19,0.457965,452
15,2,0.458462,325
15,20,0.406308,539
15,25,0.43662,284
15,27,0.465116,301
15,3,0.467949,312
15,31,0.440917,567
15,35,0.39,300
15,4,0.455752,226
15,50,0.438272,324
15,52,0.488636,264
15,58,0.463415,164
15,6,0.503958,379
15,60,0.489474,190
15,63,0.44186,301
15,64,0.422383,554
15,65,0.470769,650
15,66,0.440273,293
15,67,0.474104,251
15,69,0.460366,328
15,7,0.429672,519
15,72,0.511013,227
15,76,0.443439,221
15,77,0.442697,445
15,79,0.518006,361
15,8,0.45815,227
15,80,0.445428,339
15,81,0.439276,387
16,1,0.594507,619
16,10,0.576567,973
16,11,0.524436,532
16,12,0.547101,552
16,13,0.562445,1145
16,14,0.567114,298
16,15,0.62087,575
16,17,0.548193,332
16,18,0.518456,1192
16,19,0.579245,1060
16,2,0.516077,622
16,20,0.510324,1017
16,25,0.549153,590
16,27,0.54212,736
16,3,0.533251,812
16,31,0.544939,1235
16,35,0.519258,701
16,4,0.519461,668
16,50,0.532537,753
16,52,0.639262,596
16,58,0.525,280
16,6,0.552448,715
16,60,0.59901,404
16,63,0.561832,655
16,64,0.532841,1218
16,65,0.522472,1246
16,66,0.543018,709
16,67,0.529511,593
16,69,0.557252,786
16,7,0.522516,1399
16,72,0.576419,458
16,76,0.52,350
16,77,0.528918,1072
16,79,0.583007,765
16,8,0.489524,525
16,80,0.524064,748
16,81,0.499314,729
17,1,0.509091,110
17,10,0.488889,270
17,11,0.364341,129
17,12,0.447917,96
17,13,0.463415,287
17,14,0.552941,85
17,15,0.489474,190
17,16,0.451807,332
17,18,0.433036,224
17,19,0.448598,214
17,2,0.453416,161
17,20,0.423913,276
17,25,0.43,100
17,27,0.513514,148
17,3,0.477833,203
17,31,0.489189,370
17,35,0.437086,151
17,4,0.417178,163
17,50,0.461538,156
17,52,0.533981,103
17,58,0.492958,71
17,6,0.455056,178
17,60,0.548387,93
17,63,0.489933,149
17,64,0.423333,300
17,65,0.482759,319
17,66,0.51145,131
17,67,0.398601,143
17,69,0.435484,186
17,7,0.412541,303
17,72,0.56,100
17,76,0.456897,116
17,77,0.512111,289
17,79,0.509804,204
17,8,0.361111,108
17,80,0.473451,226
17,81,0.458333,240
18,1,0.569507,446
18,10,0.560917,829
18,11,0.484615,520
18,12,0.522388,469
18,13,0.529851,536
18,14,0.561798,267
18,15,0.555957,554
18,16,0.481544,1192
18,17,0.566964,224
18,19,0.547479,853
18,2,0.507843,510
18,20,0.472889,1125
18,25,0.525794,504
18,27,0.541889,561
18,3,0.520325,615
18,31,0.533054,1195
18,35,0.516734,747
18,4,0.49115,452
18,50,0.522088,498
18,52,0.618834,446
18,58,0.489083,229
18,6,0.548905,685
18,60,0.558491,265
18,63,0.553991,426
18,64,0.533126,966
18,65,0.529925,802
18,66,0.510815,601
18,67,0.505308,471
18,69,0.523324,686
18,7,0.523449,661
18,72,0.567961,412
18,76,0.510903,321
18,77,0.488112,715
18,79,0.610942,658
18,8,0.478702,493
18,80,0.511583,518
18,81,0.479094,574
19,1,0.475645,349
19,10,0.441426,589
19,11,0.399425,348
19,12,0.478964,309
19,13,0.438095,630
19,14,0.48951,143
19,15,0.542035,452
19,16,0.420755,1060
19,17,0.551402,214
19,18,0.452521,853
19,2,0.452088,407
19,20,0.428152,682
19,25,0.47861,374
19,27,0.449074,432
19,3,0.446009,426
19,31,0.485816,846
19,35,0.424942,433
19,4,0.451128,399
19,50,0.498734,395
19,52,0.574675,308
19,58,0.466667,195
19,6,0.475806,496
19,60,0.542105,190
19,63,0.474667,375
19,64,0.46402,806
19,65,0.460759,790
19,66,0.44713,331
19,67,0.440476,252
19,69,0.473088,353
19,7,0.433094,695
19,72,0.483871,279
19,76,0.435798,257
19,77,0.454403,636
19,79,0.513514,333
19,8,0.381538,325
19,80,0.442688,506
19,81,0.442688,506
2,1,0.587189,281
2,10,0.56042,571
2,11,0.528986,276
2,12,0.505,200
2,13,0.52952,542
2,14,0.525714,175
2,15,0.541538,325
2,16,0.483923,622
2,17,0.546584,161
2,18,0.492157,510
2,19,0.547912,407
2,20,0.501718,582
2,25,0.542435,271
2,27,0.554817,301
2,3,0.507123,351
2,31,0.546142,661
2,35,0.496835,316
2,4,0.530035,283
2,50,0.510703,327
2,52,0.604743,253
2,58,0.523438,128
2,6,0.520115,348
2,60,0.519553,179
2,63,0.574603,315
2,64,0.524564,631
2,65,0.480243,658
2,66,0.504274,234
2,67,0.507634,262
2,69,0.524079,353
2,7,0.458404,589
2,72,0.537736,212
2,76,0.576037,217
2,77,0.523711,485
2,79,0.575916,382
2,8,0.479087,263
2,80,0.518229,384
2,81,0.517564,427
20,1,0.583673,490
20,10,0.563656,919
20,11,0.493694,555
20,12,0.531062,499
20,13,0.55792,846
20,14,0.586466,266
20,15,0.593692,539
20,16,0.489676,1017
20,17,0.576087,276
20,18,0.527111,1125
20,19,0.571848,682
20,2,0.498282,582
20,25,0.544335,406
20,27,0.586912,489
20,3,0.527671,777
20,31,0.559012,1093
20,35,0.504478,670
20,4,0.518248,411
20,50,0.558544,632
20,52,0.626327,471
20,58,0.505415,277
20,6,0.554702,521
20,60,0.559871,309
20,63,0.560554,578
20,64,0.529828,989
20,65,0.543568,964
20,66,0.552632,418
20,67,0.541414,495
20,69,0.575676,740
20,7,0.511804,1059
20,72,0.574526,369
20,76,0.531157,337
20,77,0.565585,709
20,79,0.590764,628
20,8,0.477318,507
20,80,0.54672,503
20,81,0.505017,598
25,1,0.523364,214
25,10,0.544928,345
25,11,0.5,216
25,12,0.449102,167
25,13,0.446575,365
25,14,0.550388,129
25,15,0.56338,284
25,16,0.450847,590
25,17,0.57,100
25,18,0.474206,504
25,19,0.52139,374
25,2,0.457565,271
25,20,0.455665,406
25,27,0.554054,222
25,3,0.480565,283
25,31,0.491651,539
25,35,0.482517,286
25,4,0.497908,239
25,50,0.488889,225
25,52,0.598131,214
25,58,0.472222,108
25,6,0.475155,322
25,60,0.504348,115
25,63,0.514768,237
25,64,0.470472,508
25,65,0.462963,540
25,66,0.516908,207
25,67,0.486188,181
25,69,0.521552,232
25,7,0.474946,459
25,72,0.5,168
25,76,0.529412,187
25,77,0.517588,398
25,79,0.493392,227
25,8,0.47549,204
25,80,0.541667,312
25,81,0.426036,338
27,1,0.55102,245
27,10,0.530786,471
27,11,0.430962,239
27,12,0.481481,189
27,13,0.462428,519
27,14,0.576923,130
27,15,0.534884,301
27,16,0.45788,736
27,17,0.486486,148
27,18,0.458111,561
27,19,0.550926,432
27,2,0.445183,301
27,20,0.413088,489
27,25,0.445946,222
27,3,0.45,320
27,31,0.486207,580
27,35,0.474926,339
27,4,0.470588,289
27,50,0.458967,329
27,52,0.561338,269
27,58,0.474576,118
27,6,0.470032,317
27,60,0.5,146
27,63,0.509158,273
27,64,0.456522,552
27,65,0.481336,509
27,66,0.451613,248
27,67,0.47,200
27,69,0.496622,296
27,7,0.487805,574
27,72,0.473934,211
27,76,0.484277,159
27,77,0.464981,514
27,79,0.552941,255
27,8,0.446512,215
27,80,0.503145,318
27,81,0.482036,334
3,1,0.538462,299
3,10,0.536101,554
3,11,0.464789,284
3,12,0.496667,300
3,13,0.489011,546
3,14,0.545455,165
3,15,0.532051,312
3,16,0.466749,812
3,17,0.522167,203
3,18,0.479675,615
3,19,0.553991,426
3,2,0.492877,351
3,20,0.472329,777
3,25,0.519435,283
3,27,0.55,320
3,31,0.514754,610
3,35,0.489305,374
3,4,0.511785,297
3,50,0.496278,403
3,52,0.606164,292
3,58,0.493333,150
3,6,0.494983,299
3,60,0.540909,220
3,63,0.497549,408
3,64,0.485714,595
3,65,0.515773,634
3,66,0.488599,307
3,67,0.520755,265
3,69,0.509569,418
3,7,0.482077,809
3,72,0.504464,224
3,76,0.487805,164
3,77,0.480331,483
3,79,0.566766,337
3,8,0.433962,318
3,80,0.455108,323
3,81,0.490305,361
31,1,0.509398,532
31,10,0.512488,1001
31,11,0.455621,507
31,12,0.506083,411
31,13,0.484515,1001
31,14,0.558442,308
31,15,0.559083,567
31,16,0.455061,1235
31,17,0.510811,370
31,18,0.466946,1195
31,19,0.514184,846
31,2,0.453858,661
31,20,0.440988,1093
31,25,0.508349,539
31,27,0.513793,580
31,3,0.485246,610
31,35,0.495482,664
31,4,0.493359,527
31,50,0.479699,665
31,52,0.600414,483
31,58,0.472325,271
31,6,0.472754,679
31,60,0.546961,362
31,63,0.513471,631
31,64,0.49262,1084
31,65,0.506372,1177
31,66,0.472119,538
31,67,0.480249,481
31,69,0.471726,672
31,7,0.47026,1076
31,72,0.537349,415
31,76,0.5,356
31,77,0.488518,958
31,79,0.557353,680
31,8,0.439535,430
31,80,0.49328,744
31,81,0.460028,713
35,1,0.593333,300
35,10,0.542056,535
35,11,0.474916,299
35,12,0.478723,282
35,13,0.504464,448
35,14,0.522013,159
35,15,0.61,300
35,16,0.480742,701
35,17,0.562914,151
35,18,0.483266,747
35,19,0.575058,433
35,2,0.503165,316
35,20,0.495522,670
35,25,0.517483,286
35,27,0.525074,339
35,3,0.510695,374
35,31,0.504518,664
35,4,0.457627,295
35,50,0.493671,395
35,52,0.607029,313
35,58,0.514706,136
35,6,0.540616,357
35,60,0.635135,148
35,63,0.478827,307
35,64,0.530841,535
35,65,0.523985,542
35,66,0.495268,317
35,67,0.54,200
35,69,0.545673,416
35,7,0.463816,608
35,72,0.553191,235
35,76,0.520231,173
35,77,0.495413,436
35,79,0.611111,288
35,8,0.444828,290
35,80,0.508532,293
35,81,0.450704,284
4,1,0.511416,219
4,10,0.525886,367
4,11,0.43578,218
4,12,0.524038,208
4,13,0.48037,433
4,14,0.521277,94
4,15,0.544248,226
4,16,0.480539,668
4,17,0.582822,163
4,18,0.50885,452
4,19,0.548872,399
4,2,0.469965,283
4,20,0.481752,411
4,25,0.502092,239
4,27,0.529412,289
4,3,0.488215,297
4,31,0.506641,527
4,35,0.542373,295
4,50,0.5209,311
4,52,0.53617,235
4,58,0.536082,97
4,6,0.523649,296
4,60,0.512821,156
4,63,0.55298,302
4,64,0.497738,442
4,65,0.483696,552
4,66,0.518672,241
4,67,0.49115,226
4,69,0.526132,287
4,7,0.526606,545
4,72,0.566667,180
4,76,0.520958,167
4,77,0.510471,382
4,79,0.580153,262
4,8,0.412281,228
4,80,0.475285,263
4,81,0.478873,284
50,1,0.577689,251
50,10,0.553931,547
50,11,0.521236,259
50,12,0.528205,195
50,13,0.471591,528
50,14,0.521739,161
50,15,0.561728,324
50,16,0.467463,753
50,17,0.538462,156
50,18,0.477912,498
50,19,0.501266,395
50,2,0.489297,327
50,20,0.441456,632
50,25,0.511111,225
50,27,0.541033,329
50,3,0.503722,403
50,31,0.520301,665
50,35,0.506329,395
50,4,0.4791,311
50,52,0.570909,275
50,58,0.493243,148
50,6,0.532895,304
50,60,0.564767,193
50,63,0.537037,324
50,64,0.498221,562
50,65,0.529022,603
50,66,0.488095,252
50,67,0.518219,247
50,69,0.51145,393
50,7,0.501471,680
50,72,0.565657,198
50,76,0.531915,188
50,77,0.5,512
50,79,0.62037,324
50,8,0.423237,241
50,80,0.535326,368
50,81,0.45,400
52,1,0.436937,222
52,10,0.459893,374
52,11,0.373333,225
52,12,0.411483,209
52,13,0.409639,415
52,14,0.430464,151
52,15,0.511364,264
52,16,0.360738,596
52,17,0.466019,103
52,18,0.381166,446
52,19,0.425325,308
52,2,0.395257,253
52,20,0.373673,471
52,25,0.401869,214
52,27,0.438662,269
52,3,0.393836,292
52,31,0.399586,483
52,35,0.392971,313
52,4,0.46383,235
52,50,0.429091,275
52,58,0.466019,103
52,6,0.405172,232
52,60,0.471545,123
52,63,0.408889,225
52,64,0.371681,452
52,65,0.411197,518
52,66,0.417391,230
52,67,0.387255,204
52,69,0.414634,328
52,7,0.369069,569
52,72,0.422619,168
52,76,0.48227,141
52,77,0.42487,386
52,79,0.509434,265
52,8,0.29902,204
52,80,0.414286,280
52,81,0.379518,332
58,1,0.606061,99
58,10,0.551282,234
58,11,0.542857,105
58,12,0.5,82
58,13,0.54251,247
58,14,0.552239,67
58,15,0.536585,164
58,16,0.475,280
58,17,0.507042,71
58,18,0.510917,229
58,19,0.533333,195
58,2,0.476562,128
58,20,0.494585,277
58,25,0.527778,108
58,27,0.525424,118
58,3,0.506667,150
58,31,0.527675,271
58,35,0.485294,136
58,4,0.463918,97
58,50,0.506757,148
58,52,0.533981,103
58,6,0.536913,149
58,60,0.555556,72
58,63,0.539007,141
58,64,0.492701,274
58,65,0.52439,246
58,66,0.531915,94
58,67,0.487179,117
58,69,0.475524,143
58,7,0.493617,235
58,72,0.488889,90
58,76,0.563218,87
58,77,0.539535,215
58,79,0.573427,143
58,8,0.52,100
58,80,0.486911,191
58,81,0.465347,202
6,1,0.493007,286
6,10,0.548729,472
6,11,0.431734,271
6,12,0.529661,236
6,13,0.48503,501
6,14,0.57764,161
6,15,0.496042,379
6,16,0.447552,715
6,17,0.544944,178
6,18,0.451095,685
6,19,0.524194,496
6,2,0.479885,348
6,20,0.445298,521
6,25,0.524845,322
6,27,0.529968,317
6,3,0.505017,299
6,31,0.527246,679
6,35,0.459384,357
6,4,0.476351,296
6,50,0.467105,304
6,52,0.594828,232
6,58,0.463087,149
6,60,0.546798,203
6,63,0.540299,335
6,64,0.492711,686
6,65,0.513736,728
6,66,0.461255,271
6,67,0.486381,257
6,69,0.494881,293
6,7,0.448743,517
6,72,0.527197,239
6,76,0.492823,209
6,77,0.509124,548
6,79,0.586592,358
6,8,0.461883,223
6,80,0.511931,461
6,81,0.444186,430
60,1,0.491935,124
60,10,0.473485,264
60,11,0.417219,151
60,12,0.449612,129
60,13,0.44484,281
60,14,0.428571,63
60,15,0.510526,190
60,16,0.40099,404
60,17,0.451613,93
60,18,0.441509,265
60,19,0.457895,190
60,2,0.480447,179
60,20,0.440129,309
60,25,0.495652,115
60,27,0.5,146
60,3,0.459091,220
60,31,0.453039,362
60,35,0.364865,148
60,4,0.487179,156
60,50,0.435233,193
60,52,0.528455,123
60,58,0.444444,72
60,6,0.453202,203
60,63,0.469697,198
60,64,0.454839,310
60,65,0.463259,313
60,66,0.518868,106
60,67,0.454545,165
60,69,0.429293,198
60,7,0.414716,299
60,72,0.53913,115
60,76,0.492308,130
60,77,0.468085,235
60,79,0.562212,217
60,8,0.398374,123
60,80,0.465686,204
60,81,0.453333,225
63,1,0.471774,248
63,10,0.506438,466
63,11,0.393502,277
63,12,0.460465,215
63,13,0.479532,513
63,14,0.490066,151
63,15,0.55814,301
63,16,0.438168,655
63,17,0.510067,149
63,18,0.446009,426
63,19,0.525333,375
63,2,0.425397,315
63,20,0.439446,578
63,25,0.485232,237
63,27,0.490842,273
63,3,0.502451,408
63,31,0.486529,631
63,35,0.521173,307
63,4,0.44702,302
63,50,0.462963,324
63,52,0.591111,225
63,58,0.460993,141
63,6,0.459701,335
63,60,0.530303,198
63,64,0.447898,547
63,65,0.435976,656
63,66,0.492537,268
63,67,0.454545,242
63,69,0.463807,373
63,7,0.457851,605
63,72,0.442786,201
63,76,0.465969,191
63,77,0.427746,519
63,79,0.513274,339
63,8,0.438017,242
63,80,0.424802,379
63,81,0.421296,432
64,1,0.526205,477
64,10,0.53235,881
64,11,0.475336,446
64,12,0.514493,414
64,13,0.506198,968
64,14,0.577206,272
64,15,0.577617,554
64,16,0.467159,1218
64,17,0.576667,300
64,18,0.466874,966
64,19,0.53598,806
64,2,0.475436,631
64,20,0.470172,989
64,25,0.529528,508
64,27,0.543478,552
64,3,0.514286,595
64,31,0.50738,1084
64,35,0.469159,535
64,4,0.502262,442
64,50,0.501779,562
64,52,0.628319,452
64,58,0.507299,274
64,6,0.507289,686
64,60,0.545161,310
64,63,0.552102,547
64,65,0.500459,1089
64,66,0.546973,479
64,67,0.510638,423
64,69,0.516696,569
64,7,0.465385,1040
64,72,0.559896,384
64,76,0.534574,376
64,77,0.508513,881
64,79,0.608769,593
64,8,0.449761,418
64,80,0.503155,634
64,81,0.511789,721
65,1,0.5,450
65,10,0.544811,848
65,11,0.453488,430
65,12,0.535613,351
65,13,0.492984,1069
65,14,0.54902,306
65,15,0.529231,650
65,16,0.477528,1246
65,17,0.517241,319
65,18,0.470075,802
65,19,0.539241,790
65,2,0.519757,658
65,20,0.456432,964
65,25,0.537037,540
65,27,0.518664,509
65,3,0.484227,634
65,31,0.493628,1177
65,35,0.476015,542
65,4,0.516304,552
65,50,0.470978,603
65,52,0.588803,518
65,58,0.47561,246
65,6,0.486264,728
65,60,0.536741,313
65,63,0.564024,656
65,64,0.499541,1089
65,66,0.49187,492
65,67,0.520971,453
65,69,0.530612,588
65,7,0.480855,1123
65,72,0.521739,322
65,76,0.51532,359
65,77,0.516632,962
65,79,0.573596,659
65,8,0.451025,439
65,80,0.489879,741
65,81,0.483376,782
66,1,0.572414,290
66,10,0.540201,398
66,11,0.447005,217
66,12,0.527778,216
66,13,0.505076,394
66,14,0.504854,103
66,15,0.559727,293
66,16,0.456982,709
66,17,0.48855,131
66,18,0.489185,601
66,19,0.55287,331
66,2,0.495726,234
66,20,0.447368,418
66,25,0.483092,207
66,27,0.548387,248
66,3,0.511401,307
66,31,0.527881,538
66,35,0.504732,317
66,4,0.481328,241
66,50,0.511905,252
66,52,0.582609,230
66,58,0.468085,94
66,6,0.538745,271
66,60,0.481132,106
66,63,0.507463,268
66,64,0.453027,479
66,65,0.50813,492
66,67,0.50625,160
66,69,0.562753,247
66,7,0.497976,494
66,72,0.554945,182
66,76,0.565476,168
66,77,0.506083,411
66,79,0.6,205
66,8,0.483871,248
66,80,0.513619,257
66,81,0.459364,283
67,1,0.477064,218
67,10,0.514512,379
67,11,0.456731,208
67,12,0.481865,193
67,13,0.480418,383
67,14,0.504348,115
67,15,0.525896,251
67,16,0.470489,593
67,17,0.601399,143
67,18,0.494692,471
67,19,0.559524,252
67,2,0.492366,262
67,20,0.458586,495
67,25,0.513812,181
67,27,0.53,200
67,3,0.479245,265
67,31,0.519751,481
67,35,0.46,200
67,4,0.50885,226
67,50,0.481781,247
67,52,0.612745,204
67,58,0.512821,117
67,6,0.513619,257
67,60,0.545455,165
67,63,0.545455,242
67,64,0.489362,423
67,65,0.479029,453
67,66,0.49375,160
67,69,0.505017,299
67,7,0.463303,436
67,72,0.492647,136
67,76,0.556291,151
67,77,0.489914,347
67,79,0.553699,419
67,8,0.449541,218
67,80,0.512027,291
67,81,0.488525,305
69,1,0.533333,285
69,10,0.512987,616
69,11,0.430508,295
69,12,0.524272,309
69,13,0.486014,572
69,14,0.51634,153
69,15,0.539634,328
69,16,0.442748,786
69,17,0.564516,186
69,18,0.476676,686
69,19,0.526912,353
69,2,0.475921,353
69,20,0.424324,740
69,25,0.478448,232
69,27,0.503378,296
69,3,0.490431,418
69,31,0.528274,672
69,35,0.454327,416
69,4,0.473868,287
69,50,0.48855,393
69,52,0.585366,328
69,58,0.524476,143
69,6,0.505119,293
69,60,0.570707,198
69,63,0.536193,373
69,64,0.483304,569
69,65,0.469388,588
69,66,0.437247,247
69,67,0.494983,299
69,7,0.469388,686
69,72,0.545455,209
69,76,0.47343,207
69,77,0.508353,419
69,79,0.562341,393
69,8,0.428144,334
69,80,0.488525,305
69,81,0.470423,355
7,1,0.566494,579
7,10,0.52907,860
7,11,0.510297,437
7,12,0.526882,372
7,13,0.514374,974
7,14,0.576,250
7,15,0.570328,519
7,16,0.477484,1399
7,17,0.587459,303
7,18,0.476551,661
7,19,0.566906,695
7,2,0.541596,589
7,20,0.488196,1059
7,25,0.525054,459
7,27,0.512195,574
7,3,0.517923,809
7,31,0.52974,1076
7,35,0.536184,608
7,4,0.473394,545
7,50,0.498529,680
7,52,0.630931,569
7,58,0.506383,235
7,6,0.551257,517
7,60,0.585284,299
7,63,0.542149,605
7,64,0.534615,1040
7,65,0.519145,1123
7,66,0.502024,494
7,67,0.536697,436
7,69,0.530612,686
7,72,0.598131,321
7,76,0.504532,331
7,77,0.502987,837
7,79,0.595601,591
7,8,0.473577,492
7,80,0.504604,543
7,81,0.486088,611
72,1,0.440994,161
72,10,0.469649,313
72,11,0.415789,190
72,12,0.496732,153
72,13,0.453333,300
72,14,0.566667,90
72,15,0.488987,227
72,16,0.423581,458
72,17,0.44,100
72,18,0.432039,412
72,19,0.516129,279
72,2,0.462264,212
72,20,0.425474,369
72,25,0.5,168
72,27,0.526066,211
72,3,0.495536,224
72,31,0.462651,415
72,35,0.446809,235
72,4,0.433333,180
72,50,0.434343,198
72,52,0.577381,168
72,58,0.511111,90
72,6,0.472803,239
72,60,0.46087,115
72,63,0.557214,201
72,64,0.440104,384
72,65,0.478261,322
72,66,0.445055,182
72,67,0.507353,136
72,69,0.454545,209
72,7,0.401869,321
72,76,0.518182,110
72,77,0.463259,313
72,79,0.534591,159
72,8,0.428571,140
72,80,0.469388,245
72,81,0.44856,243
76,1,0.578571,140
76,10,0.479021,286
76,11,0.352201,159
76,12,0.529412,102
76,13,0.482659,346
76,14,0.55,120
76,15,0.556561,221
76,16,0.48,350
76,17,0.543103,116
76,18,0.489097,321
76,19,0.564202,257
76,2,0.423963,217
76,20,0.468843,337
76,25,0.470588,187
76,27,0.515723,159
76,3,0.512195,164
76,31,0.5,356
76,35,0.479769,173
76,4,0.479042,167
76,50,0.468085,188
76,52,0.51773,141
76,58,0.436782,87
76,6,0.507177,209
76,60,0.507692,130
76,63,0.534031,191
76,64,0.465426,376
76,65,0.48468,359
76,66,0.434524,168
76,67,0.443709,151
76,69,0.52657,207
76,7,0.495468,331
76,72,0.481818,110
76,77,0.474522,314
76,79,0.541485,229
76,8,0.456376,149
76,80,0.455224,268
76,81,0.484252,254
77,1,0.575221,339
77,10,0.545732,656
77,11,0.445104,337
77,12,0.491039,279
77,13,0.50828,785
77,14,0.56,225
77,15,0.557303,445
77,16,0.471082,1072
77,17,0.487889,289
77,18,0.511888,715
77,19,0.545597,636
77,2,0.476289,485
77,20,0.434415,709
77,25,0.482412,398
77,27,0.535019,514
77,3,0.519669,483
77,31,0.511482,958
77,35,0.504587,436
77,4,0.489529,382
77,50,0.5,512
77,52,0.57513,386
77,58,0.460465,215
77,6,0.490876,548
77,60,0.531915,235
77,63,0.572254,519
77,64,0.491487,881
77,65,0.483368,962
77,66,0.493917,411
77,67,0.510086,347
77,69,0.491647,419
77,7,0.497013,837
77,72,0.536741,313
77,76,0.525478,314
77,79,0.582117,548
77,8,0.439716,282
77,80,0.47931,580
77,81,0.446809,658
79,1,0.46696,227
79,10,0.456881,545
79,11,0.383178,321
79,12,0.461847,249
79,13,0.400697,574
79,14,0.544248,226
79,15,0.481994,361
79,16,0.416993,765
79,17,0.490196,204
79,18,0.389058,658
79,19,0.486486,333
79,2,0.424084,382
